Siderastrea846961	K18663
Siderastrea422295	K04239
Siderastrea237965	K06794
Siderastrea446460	K23500
Siderastrea449756	K22910
Siderastrea421924	K02553
Siderastrea411911	K10300
Siderastrea438723	K00753
Siderastrea426571	K07566
Siderastrea346896	K04593
Siderastrea571802	K07342
Siderastrea436331	K06670
Siderastrea452147	K22555
Siderastrea443050	K09229
Siderastrea630387	K12854
Siderastrea440714	K06753
Siderastrea453760	K04373
Siderastrea14017	K19497
Siderastrea139183	K25318
Siderastrea177901	K24936
Siderastrea433463	K03704
Siderastrea441573	K15040
Siderastrea310484	K08076
Siderastrea428793	K15275
Siderastrea398255	K24936
Siderastrea419465	K04211
Siderastrea447481	K10279
Siderastrea421560	K12816
Siderastrea248654	K15102
Siderastrea261708	K06819
Siderastrea436398	K23922
Siderastrea160202	K11253
Siderastrea383853	K04967
Siderastrea425668	K17086
Siderastrea454026	K20305
Siderastrea463249	K12757
Siderastrea265801	K08737
Siderastrea439570	K04989
Siderastrea500243	K01711
Siderastrea440010	K08509
Siderastrea446067	K15695
Siderastrea436827	K15284
Siderastrea521270	K14842
Siderastrea256185	K01456
Siderastrea449934	K25459
Siderastrea445952	K09228
Siderastrea712826	K04630
Siderastrea415407	K04919
Siderastrea70508	K07375
Siderastrea21305	K01049
Siderastrea707597	K00643
Siderastrea450434	K01895
Siderastrea433640	K00812
Siderastrea446924	K04746
Siderastrea506337	K07834
Siderastrea902099	K02894
Siderastrea227676	K10407
Siderastrea425256	K25700
Siderastrea413462	K03902
Siderastrea434139	K24419
Siderastrea434221	K00771
Siderastrea453921	K07497
Siderastrea625207	K03006
Siderastrea443829	K13132
Siderastrea432039	K00799
Siderastrea156587	K01520
Siderastrea304095	K11411
Siderastrea434280	K07937
Siderastrea628881	K13126
Siderastrea430844	K10799
Siderastrea426379	K03663
Siderastrea486985	K01802
Siderastrea355731	K15837
Siderastrea428753	K02599
Siderastrea702866	K09624
Siderastrea454464	K14400
Siderastrea453680	K11643
Siderastrea291112	K11826
Siderastrea413944	K10443
Siderastrea437881	K23949
Siderastrea116389	K08056
Siderastrea446901	K14552
Siderastrea281913	K02922
Siderastrea225728	K11251
Siderastrea417770	K09397
Siderastrea433686	K22790
Siderastrea425056	K13517
Siderastrea414798	K20352
Siderastrea225606	K04989
Siderastrea451899	K15200
Siderastrea374433	K05673
Siderastrea448412	K06238
Siderastrea427330	K15113
Siderastrea442432	K14613
Siderastrea369379	K13706
Siderastrea129521	K01557
Siderastrea252109	K09848
Siderastrea406754	K09608
Siderastrea422060	K17293
Siderastrea701289	K04392
Siderastrea398740	K09656
Siderastrea426970	K23518
Siderastrea897815	K00327
Siderastrea273682	K05695
Siderastrea415666	K04224
Siderastrea450066	K13148
Siderastrea440996	K01754
Siderastrea450536	K11471
Siderastrea407756	K01131
Siderastrea433185	K23544
Siderastrea437459	K05661
Siderastrea433587	K09228
Siderastrea453614	K01530
Siderastrea447758	K01025
Siderastrea444716	K06238
Siderastrea299749	K11517
Siderastrea444883	K01326
Siderastrea358220	K06252
Siderastrea456277	K02885
Siderastrea484144	K04353
Siderastrea453839	K10457
Siderastrea450558	K05181
Siderastrea571418	K17341
Siderastrea139216	K06252
Siderastrea231127	K02912
Siderastrea442470	K25661
Siderastrea161007	K25739
Siderastrea416252	K01681
Siderastrea228258	K08883
Siderastrea386540	K05692
Siderastrea792354	K00357
Siderastrea381482	K12132
Siderastrea392725	K09221
Siderastrea176874	K00753
Siderastrea443103	K15208
Siderastrea909412	K11098
Siderastrea451211	K22125
Siderastrea417897	K24427
Siderastrea596269	K11254
Siderastrea197561	K26141
Siderastrea627521	K06237
Siderastrea403224	K13706
Siderastrea250572	K09637
Siderastrea452663	K06754
Siderastrea192494	K09533
Siderastrea429247	K04828
Siderastrea443311	K03174
Siderastrea423321	K14157
Siderastrea400292	K04160
Siderastrea414729	K03358
Siderastrea280776	K05692
Siderastrea451792	K25572
Siderastrea200269	K01802
Siderastrea410675	K18274
Siderastrea422936	K08343
Siderastrea456187	K25168
Siderastrea439088	K21871
Siderastrea446331	K11517
Siderastrea433591	K00809
Siderastrea451160	K06795
Siderastrea448597	K12882
Siderastrea64507	K06252
Siderastrea758117	K07897
Siderastrea384563	K11592
Siderastrea442705	K16667
Siderastrea37080	K12311
Siderastrea186455	K04412
Siderastrea367673	K22666
Siderastrea442958	K18674
Siderastrea454108	K12021
Siderastrea440615	K23720
Siderastrea449657	K24506
Siderastrea888725	K11649
Siderastrea454944	K24095
Siderastrea638752	K03066
Siderastrea165788	K04043
Siderastrea434419	K23951
Siderastrea454320	K06491
Siderastrea247826	K10408
Siderastrea181885	K05120
Siderastrea419747	K24413
Siderastrea454259	K10478
Siderastrea900563	K03012
Siderastrea452183	K10277
Siderastrea448281	K23115
Siderastrea360475	K08375
Siderastrea433747	K22824
Siderastrea426873	K04135
Siderastrea393476	K09317
Siderastrea165722	K00412
Siderastrea441158	K24483
Siderastrea427959	K17686
Siderastrea450213	K02168
Siderastrea426887	K14434
Siderastrea428303	K14539
Siderastrea248789	K04348
Siderastrea452411	K22762
Siderastrea372804	K05088
Siderastrea443765	K17307
Siderastrea424793	K21955
Siderastrea425356	K08813
Siderastrea411062	K16506
Siderastrea452024	K14295
Siderastrea444771	K10144
Siderastrea428072	K04594
Siderastrea427534	K22758
Siderastrea453495	K10393
Siderastrea220723	K03654
Siderastrea446840	K17300
Siderastrea689967	K00261
Siderastrea641482	K11827
Siderastrea281041	K13963
Siderastrea411685	K08040
Siderastrea444454	K01206
Siderastrea444133	K12831
Siderastrea407345	K10465
Siderastrea446205	K09608
Siderastrea409721	K00507
Siderastrea428102	K17603
Siderastrea390360	K06721
Siderastrea407090	K22888
Siderastrea324231	K12823
Siderastrea441175	K04398
Siderastrea287586	K05692
Siderastrea280568	K17592
Siderastrea347756	K09214
Siderastrea295068	K05692
Siderastrea433112	K01769
Siderastrea549987	K13239
Siderastrea249213	K06530
Siderastrea440135	K10446
Siderastrea877783	K01915
Siderastrea432411	K10842
Siderastrea362429	K12598
Siderastrea187372	K18246
Siderastrea128630	K12483
Siderastrea421365	K04345
Siderastrea435029	K20865
Siderastrea435867	K10089
Siderastrea421608	K00411
Siderastrea408996	K24835
Siderastrea765057	K13780
Siderastrea228527	K03596
Siderastrea434646	K05190
Siderastrea9062	K10457
Siderastrea449215	K03094
Siderastrea491571	K03063
Siderastrea454995	K06754
Siderastrea430364	K05312
Siderastrea302139	K24936
Siderastrea448628	K09668
Siderastrea424963	K05699
Siderastrea440143	K01376
Siderastrea204479	K00280
Siderastrea454544	K17914
Siderastrea249026	K01623
Siderastrea424299	K07847
Siderastrea435221	K26141
Siderastrea445426	K15159
Siderastrea181572	K00934
Siderastrea435896	K01915
Siderastrea438828	K02357
Siderastrea418410	K13753
Siderastrea430727	K07497
Siderastrea695995	K11131
Siderastrea400212	K07556
Siderastrea445385	K09848
Siderastrea228955	K10407
Siderastrea432900	K11141
Siderastrea446547	K17496
Siderastrea913345	K25470
Siderastrea365732	K05122
Siderastrea435526	K21772
Siderastrea440855	K01562
Siderastrea453546	K10407
Siderastrea383168	K18082
Siderastrea414757	K23901
Siderastrea339955	K03456
Siderastrea221235	K24936
Siderastrea413594	K04378
Siderastrea430118	K19921
Siderastrea451907	K19008
Siderastrea425219	K12309
Siderastrea445234	K21440
Siderastrea413382	K01892
Siderastrea387059	K17253
Siderastrea863048	K18468
Siderastrea104373	K00102
Siderastrea436915	K14963
Siderastrea411954	K24936
Siderastrea451437	K24956
Siderastrea451668	K20823
Siderastrea435043	K01020
Siderastrea438054	K07002
Siderastrea321288	K10408
Siderastrea447549	K24223
Siderastrea427718	K10427
Siderastrea166691	K02927
Siderastrea378231	K06754
Siderastrea448630	K24260
Siderastrea368053	K24464
Siderastrea537601	K13111
Siderastrea445373	K17606
Siderastrea418908	K24338
Siderastrea183178	K10408
Siderastrea430539	K02599
Siderastrea74645	K17689
Siderastrea451584	K18081
Siderastrea356031	K24734
Siderastrea427738	K11270
Siderastrea367826	K04218
Siderastrea393579	K00249
Siderastrea627203	K17255
Siderastrea584259	K01930
Siderastrea451883	K12318
Siderastrea136760	K06114
Siderastrea216761	K02866
Siderastrea454124	K06974
Siderastrea273625	K17307
Siderastrea370754	K01672
Siderastrea421598	K19899
Siderastrea446699	K17905
Siderastrea438796	K04266
Siderastrea198571	K09214
Siderastrea446432	K11423
Siderastrea434930	K19491
Siderastrea92031	K03178
Siderastrea453856	K24682
Siderastrea454814	K21067
Siderastrea418417	K15259
Siderastrea432922	K11141
Siderastrea202244	K10478
Siderastrea415512	K13366
Siderastrea773272	K18041
Siderastrea427876	K15119
Siderastrea433149	K02607
Siderastrea378153	K14776
Siderastrea438273	K04223
Siderastrea849780	K09667
Siderastrea436779	K20173
Siderastrea349940	K03927
Siderastrea633409	K10408
Siderastrea11014	K24991
Siderastrea763031	K16669
Siderastrea453311	K17543
Siderastrea348295	K24338
Siderastrea321185	K03899
Siderastrea492386	K08892
Siderastrea447158	K10573
Siderastrea448611	K16767
Siderastrea433598	K24506
Siderastrea358721	K01868
Siderastrea441350	K16499
Siderastrea425783	K05747
Siderastrea721058	K05692
Siderastrea419564	K03965
Siderastrea558467	K14006
Siderastrea455109	K22285
Siderastrea142347	K24835
Siderastrea620732	K04160
Siderastrea433306	K13912
Siderastrea861893	K19882
Siderastrea452843	K11730
Siderastrea331927	K25700
Siderastrea357536	K23574
Siderastrea434985	K05695
Siderastrea21605	K10408
Siderastrea775517	K07497
Siderastrea441793	K20795
Siderastrea415125	K10380
Siderastrea621695	K10413
Siderastrea412309	K24470
Siderastrea671334	K13761
Siderastrea312986	K00011
Siderastrea453656	K09106
Siderastrea65494	K07342
Siderastrea456507	K22754
Siderastrea361580	K00485
Siderastrea33649	K00933
Siderastrea385089	K05091
Siderastrea171967	K09214
Siderastrea437242	K08470
Siderastrea452558	K02977
Siderastrea454021	K24469
Siderastrea441664	K05673
Siderastrea382295	K05692
Siderastrea442505	K16866
Siderastrea418963	K24464
Siderastrea454938	K07943
Siderastrea438335	K18643
Siderastrea437110	K13499
Siderastrea311302	K24469
Siderastrea452838	K16547
Siderastrea400519	K04205
Siderastrea51392	K11253
Siderastrea411251	K04097
Siderastrea377693	K00128
Siderastrea334762	K02918
Siderastrea121657	K16669
Siderastrea416627	K10601
Siderastrea820997	K25762
Siderastrea408406	K17401
Siderastrea414401	K10454
Siderastrea330101	K24936
Siderastrea428734	K06819
Siderastrea42948	K24104
Siderastrea451394	K08375
Siderastrea394198	K03068
Siderastrea434082	K14809
Siderastrea442700	K04139
Siderastrea250558	K02914
Siderastrea271321	K22991
Siderastrea184249	K06114
Siderastrea434749	K23048
Siderastrea453570	K11306
Siderastrea454646	K20129
Siderastrea339229	K14072
Siderastrea425016	K24835
Siderastrea797992	K20102
Siderastrea450842	K05658
Siderastrea358225	K15424
Siderastrea439181	K18061
Siderastrea28713	K05202
Siderastrea6684	K04354
Siderastrea429113	K05126
Siderastrea415644	K00659
Siderastrea430858	K04358
Siderastrea374596	K01596
Siderastrea385625	K11161
Siderastrea448266	K04718
Siderastrea228394	K09580
Siderastrea441097	K04600
Siderastrea446444	K10291
Siderastrea448565	K20777
Siderastrea27950	K14454
Siderastrea174989	K15837
Siderastrea415724	K04349
Siderastrea454564	K20493
Siderastrea440333	K06236
Siderastrea261336	K07375
Siderastrea437825	K01365
Siderastrea269331	K09675
Siderastrea109073	K04157
Siderastrea425965	K23901
Siderastrea446709	K22193
Siderastrea447515	K21596
Siderastrea248661	K17307
Siderastrea439907	K15109
Siderastrea446417	K12866
Siderastrea171095	K18465
Siderastrea448056	K24915
Siderastrea284420	K04392
Siderastrea437006	K07756
Siderastrea436679	K04144
Siderastrea226474	K07379
Siderastrea455941	K25401
Siderastrea235879	K01807
Siderastrea265332	K08776
Siderastrea438112	K08076
Siderastrea443307	K24506
Siderastrea406933	K17341
Siderastrea444437	K11324
Siderastrea212894	K00323
Siderastrea432395	K25709
Siderastrea420728	K10902
Siderastrea608419	K00162
Siderastrea397890	K02183
Siderastrea435633	K03063
Siderastrea443761	K09640
Siderastrea214809	K12567
Siderastrea174029	K13988
Siderastrea390903	K07378
Siderastrea453488	K14403
Siderastrea175665	K20050
Siderastrea397335	K10380
Siderastrea737169	K20791
Siderastrea317302	K03929
Siderastrea784203	K02993
Siderastrea384441	K00654
Siderastrea554999	K15013
Siderastrea637944	K11540
Siderastrea403739	K14072
Siderastrea448100	K14071
Siderastrea424062	K22816
Siderastrea368719	K01365
Siderastrea451562	K13177
Siderastrea436872	K24936
Siderastrea443268	K08202
Siderastrea442858	K19951
Siderastrea285513	K04612
Siderastrea377511	K19360
Siderastrea380441	K18274
Siderastrea442404	K01204
Siderastrea738059	K10408
Siderastrea96028	K24228
Siderastrea444235	K07819
Siderastrea241054	K06689
Siderastrea447683	K09073
Siderastrea35162	K15446
Siderastrea454526	K18402
Siderastrea435331	K17278
Siderastrea453615	K08333
Siderastrea366752	K07422
Siderastrea316467	K06704
Siderastrea299094	K10586
Siderastrea445258	K09676
Siderastrea385581	K24936
Siderastrea101726	K03934
Siderastrea906665	K10752
Siderastrea446501	K01796
Siderastrea452456	K18439
Siderastrea329248	K06233
Siderastrea451950	K14077
Siderastrea419741	K25404
Siderastrea364993	K17592
Siderastrea620121	K10356
Siderastrea436112	K04430
Siderastrea449024	K10838
Siderastrea449823	K22985
Siderastrea448270	K06237
Siderastrea285697	K12375
Siderastrea440220	K05929
Siderastrea451477	K08803
Siderastrea368498	K01183
Siderastrea259110	K13646
Siderastrea427520	K15837
Siderastrea880634	K04077
Siderastrea492795	K01061
Siderastrea426611	K09848
Siderastrea433033	K16781
Siderastrea205709	K18496
Siderastrea452784	K04615
Siderastrea453159	K24536
Siderastrea449947	K11803
Siderastrea456761	K01081
Siderastrea442504	K17300
Siderastrea241547	K22614
Siderastrea246580	K06558
Siderastrea850679	K06269
Siderastrea268674	K05643
Siderastrea431880	K00681
Siderastrea437121	K08516
Siderastrea155774	K03239
Siderastrea723283	K11661
Siderastrea362348	K11997
Siderastrea456400	K17592
Siderastrea446451	K08853
Siderastrea386933	K07497
Siderastrea9245	K00280
Siderastrea397230	K12871
Siderastrea326346	K05643
Siderastrea401203	K00622
Siderastrea70990	K22754
Siderastrea328837	K18584
Siderastrea410819	K13302
Siderastrea365155	K10180
Siderastrea436997	K03469
Siderastrea345473	K06558
Siderastrea371642	K06058
Siderastrea453195	K14406
Siderastrea300196	K08076
Siderastrea181534	K11254
Siderastrea391414	K14072
Siderastrea443110	K04097
Siderastrea424509	K24013
Siderastrea554253	K11345
Siderastrea576661	K08056
Siderastrea444396	K10990
Siderastrea455971	K07497
Siderastrea421013	K03038
Siderastrea357978	K24835
Siderastrea436450	K24524
Siderastrea429122	K14406
Siderastrea639084	K03165
Siderastrea414212	K25700
Siderastrea190825	K14772
Siderastrea439729	K12386
Siderastrea96244	K05658
Siderastrea427755	K10175
Siderastrea887270	K14454
Siderastrea59144	K12854
Siderastrea453070	K24068
Siderastrea451727	K16452
Siderastrea444981	K25004
Siderastrea326723	K12872
Siderastrea452388	K10694
Siderastrea354195	K09355
Siderastrea154490	K20346
Siderastrea49955	K24070
Siderastrea448621	K06704
Siderastrea194122	K15837
Siderastrea456717	K12654
Siderastrea453981	K01758
Siderastrea637304	K04646
Siderastrea422761	K26141
Siderastrea782696	K13126
Siderastrea693584	K24814
Siderastrea450980	K05619
Siderastrea150843	K07897
Siderastrea791158	K06268
Siderastrea445934	K24418
Siderastrea451195	K15172
Siderastrea308126	K12035
Siderastrea436615	K17253
Siderastrea425295	K11660
Siderastrea451818	K12491
Siderastrea356078	K25700
Siderastrea413536	K00933
Siderastrea425028	K01539
Siderastrea447853	K09381
Siderastrea418035	K15837
Siderastrea417638	K10649
Siderastrea387599	K25591
Siderastrea444042	K06974
Siderastrea697055	K17266
Siderastrea383109	K02540
Siderastrea111681	K02927
Siderastrea341336	K25192
Siderastrea442533	K04163
Siderastrea376958	K12859
Siderastrea444921	K05673
Siderastrea430576	K05667
Siderastrea443447	K20308
Siderastrea387188	K08375
Siderastrea442995	K06631
Siderastrea128672	K11540
Siderastrea325635	K24469
Siderastrea448636	K14011
Siderastrea411921	K18533
Siderastrea407915	K06252
Siderastrea143015	K17095
Siderastrea309523	K08469
Siderastrea430615	K10408
Siderastrea343552	K05094
Siderastrea333241	K08132
Siderastrea454754	K20899
Siderastrea436346	K12800
Siderastrea444241	K25740
Siderastrea492531	K16748
Siderastrea430189	K05312
Siderastrea423748	K11377
Siderastrea424856	K18592
Siderastrea824100	K04605
Siderastrea425370	K01969
Siderastrea416907	K01025
Siderastrea777197	K17751
Siderastrea453062	K17936
Siderastrea368726	K22754
Siderastrea264876	K04393
Siderastrea434940	K09373
Siderastrea448805	K04362
Siderastrea443836	K03251
Siderastrea407948	K02878
Siderastrea445162	K03260
Siderastrea385524	K02201
Siderastrea453283	K00273
Siderastrea360792	K15680
Siderastrea455525	K08132
Siderastrea440555	K24758
Siderastrea440281	K10158
Siderastrea137054	K24437
Siderastrea428645	K17495
Siderastrea407596	K04605
Siderastrea431954	K17817
Siderastrea453549	K01897
Siderastrea307466	K01025
Siderastrea383454	K23337
Siderastrea843982	K04043
Siderastrea293053	K01810
Siderastrea434068	K24936
Siderastrea442382	K25803
Siderastrea404911	K12812
Siderastrea312783	K03037
Siderastrea456071	K20283
Siderastrea275503	K01802
Siderastrea440657	K03680
Siderastrea433638	K00522
Siderastrea451657	K15621
Siderastrea435927	K07497
Siderastrea629374	K02261
Siderastrea447918	K19179
Siderastrea424525	K23878
Siderastrea455737	K09585
Siderastrea727593	K25700
Siderastrea449867	K12316
Siderastrea880865	K03242
Siderastrea442797	K06630
Siderastrea383606	K13151
Siderastrea327619	K02995
Siderastrea374549	K25709
Siderastrea177749	K10443
Siderastrea157476	K17255
Siderastrea791803	K00814
Siderastrea416503	K07635
Siderastrea447723	K00505
Siderastrea443902	K19899
Siderastrea431033	K07422
Siderastrea264747	K21852
Siderastrea420458	K03246
Siderastrea445880	K19932
Siderastrea442372	K05181
Siderastrea433254	K12867
Siderastrea428365	K05728
Siderastrea405097	K05048
Siderastrea396926	K04221
Siderastrea429470	K13709
Siderastrea443460	K19499
Siderastrea445598	K10457
Siderastrea357644	K22754
Siderastrea452669	K10799
Siderastrea417506	K11592
Siderastrea557183	K02327
Siderastrea412383	K11158
Siderastrea424391	K21956
Siderastrea440610	K15837
Siderastrea433006	K05181
Siderastrea449236	K01904
Siderastrea472250	K03126
Siderastrea312688	K06795
Siderastrea451148	K13010
Siderastrea433187	K01069
Siderastrea270348	K25729
Siderastrea202071	K14572
Siderastrea444352	K10848
Siderastrea148348	K14563
Siderastrea453271	K08379
Siderastrea526574	K03010
Siderastrea183692	K07827
