Siderastrea_08840	K02997
Siderastrea_06968	K12384
Siderastrea_10715	K19882
Siderastrea_03213	K01137
Siderastrea_06494	K07497
Siderastrea_08432	K07375
Siderastrea_15552	K07497
Siderastrea_14821	K25639
Siderastrea_04992	K09643
Siderastrea_09413	K14803
Siderastrea_18991	K00417
Siderastrea_17177	K04721
Siderastrea_06070	K19613
Siderastrea_07392	K07890
Siderastrea_15702	K10478
Siderastrea_10635	K24936
Siderastrea_17960	K03251
Siderastrea_11379	K04134
Siderastrea_14179	K24205
Siderastrea_00525	K06114
Siderastrea_01759	K03037
Siderastrea_03869	K20880
Siderastrea_17349	K12833
Siderastrea_19186	K18468
Siderastrea_07786	K17890
Siderastrea_01088	K10408
Siderastrea_18595	K14310
Siderastrea_00437	K02098
Siderastrea_14013	K17341
Siderastrea_01782	K23852
Siderastrea_04310	K26163
Siderastrea_10128	K13173
Siderastrea_14429	K23893
Siderastrea_14654	K17504
Siderastrea_07217	K18032
Siderastrea_12020	K08052
Siderastrea_01915	K11592
Siderastrea_13690	K11837
Siderastrea_16431	K08367
Siderastrea_17943	K06826
Siderastrea_06518	K06240
Siderastrea_05463	K24510
Siderastrea_16365	K12867
Siderastrea_07512	K11849
Siderastrea_04710	K03165
Siderastrea_11027	K12183
Siderastrea_03363	K03654
Siderastrea_05472	K13094
Siderastrea_09990	K11804
Siderastrea_03158	K25537
Siderastrea_04595	K16353
Siderastrea_03673	K08957
Siderastrea_14738	K15687
Siderastrea_10860	K04362
Siderastrea_10062	K22900
Siderastrea_05889	K05673
Siderastrea_18506	K05657
Siderastrea_08352	K01301
Siderastrea_15962	K09533
Siderastrea_02489	K16781
Siderastrea_15855	K01262
Siderastrea_09798	K04601
Siderastrea_02131	K08031
Siderastrea_02993	K19899
Siderastrea_09966	K12375
Siderastrea_05351	K04501
Siderastrea_13734	K24023
Siderastrea_04977	K07497
Siderastrea_02049	K17849
Siderastrea_02095	K14638
Siderastrea_09367	K07497
Siderastrea_13622	K12200
Siderastrea_18022	K24739
Siderastrea_03440	K12460
Siderastrea_10541	K10321
Siderastrea_04358	K19676
Siderastrea_16759	K24674
Siderastrea_09001	K21915
Siderastrea_14931	K10408
Siderastrea_05442	K19656
Siderastrea_12634	K10457
Siderastrea_10069	K18061
Siderastrea_18787	K10872
Siderastrea_19109	K20520
Siderastrea_15395	K10392
Siderastrea_11910	K24483
Siderastrea_12889	K18533
Siderastrea_08622	K11315
Siderastrea_08981	K25709
Siderastrea_17974	K11350
Siderastrea_09515	K11721
Siderastrea_02492	K09093
Siderastrea_06146	K01128
Siderastrea_08901	K17916
Siderastrea_06152	K11787
Siderastrea_15630	K10844
Siderastrea_07985	K14005
Siderastrea_03458	K15440
Siderastrea_03113	K08874
Siderastrea_09671	K17592
Siderastrea_14292	K08020
Siderastrea_03451	K12600
Siderastrea_15969	K08451
Siderastrea_07450	K17785
Siderastrea_00698	K12392
Siderastrea_02201	K00626
Siderastrea_07935	K18622
Siderastrea_16602	K02887
Siderastrea_15710	K01365
Siderastrea_05818	K15544
Siderastrea_11374	K26162
Siderastrea_13586	K14085
Siderastrea_14402	K18464
Siderastrea_02770	K11988
Siderastrea_01163	K06114
Siderastrea_18237	K09448
Siderastrea_05303	K01889
Siderastrea_04648	K20360
Siderastrea_11497	K24799
Siderastrea_13786	K06252
Siderastrea_03922	K01873
Siderastrea_09889	K12882
Siderastrea_09620	K04469
Siderastrea_17801	K22754
Siderastrea_14799	K06709
Siderastrea_16605	K03654
Siderastrea_05662	K22262
Siderastrea_01793	K20296
Siderastrea_03027	K24936
Siderastrea_05748	K16308
Siderastrea_10047	K11141
Siderastrea_17902	K16599
Siderastrea_15774	K11852
Siderastrea_13814	K04043
Siderastrea_09653	K00665
Siderastrea_11705	K05863
Siderastrea_10135	K23222
Siderastrea_07031	K02677
Siderastrea_19241	K03654
Siderastrea_04788	K03132
Siderastrea_00036	K12350
Siderastrea_18823	K09142
Siderastrea_10774	K12495
Siderastrea_10694	K12021
Siderastrea_01574	K10609
Siderastrea_12806	K10355
Siderastrea_03618	K25607
Siderastrea_06367	K02891
Siderastrea_06189	K25700
Siderastrea_01204	K25656
Siderastrea_18657	K09370
Siderastrea_06704	K10392
Siderastrea_09559	K16606
Siderastrea_05998	K04604
Siderastrea_16875	K09586
Siderastrea_17868	K12231
Siderastrea_14543	K25471
Siderastrea_03883	K17608
Siderastrea_14912	K19941
Siderastrea_10394	K25472
Siderastrea_07002	K13096
Siderastrea_14610	K12842
Siderastrea_00757	K04559
Siderastrea_15655	K20771
Siderastrea_12830	K11857
Siderastrea_06360	K10408
Siderastrea_13688	K21776
Siderastrea_18532	K07497
Siderastrea_13164	K10900
Siderastrea_08737	K04967
Siderastrea_12905	K01183
Siderastrea_15012	K07918
Siderastrea_08808	K01847
Siderastrea_02596	K07497
Siderastrea_11172	K22155
Siderastrea_02876	K02938
Siderastrea_11688	K12200
Siderastrea_01942	K16353
Siderastrea_11047	K10356
Siderastrea_10045	K09216
Siderastrea_19261	K04468
Siderastrea_10744	K20056
Siderastrea_06615	K01587
Siderastrea_12033	K17545
Siderastrea_13579	K07192
Siderastrea_08367	K08881
Siderastrea_15427	K22754
Siderastrea_17808	K08869
Siderastrea_03046	K11699
Siderastrea_03759	K14843
Siderastrea_03566	K22078
Siderastrea_18614	K11840
Siderastrea_13061	K23298
Siderastrea_03052	K19414
Siderastrea_15362	K23820
Siderastrea_18193	K10691
Siderastrea_03808	K24936
Siderastrea_00376	K00922
Siderastrea_05163	K01302
Siderastrea_17065	K19679
Siderastrea_09887	K00121
Siderastrea_08342	K01027
Siderastrea_02225	K11254
Siderastrea_14270	K02603
Siderastrea_18518	K18465
Siderastrea_10899	K18809
Siderastrea_10413	K24814
Siderastrea_02805	K01012
Siderastrea_06340	K19400
Siderastrea_07831	K11305
Siderastrea_02009	K16307
Siderastrea_06829	K09188
Siderastrea_03314	K11647
Siderastrea_16414	K00281
Siderastrea_06464	K12580
Siderastrea_06984	K09644
Siderastrea_03295	K04946
Siderastrea_18757	K13184
Siderastrea_06255	K05749
Siderastrea_12208	K14074
Siderastrea_13313	K17263
Siderastrea_17330	K20183
Siderastrea_04474	K01915
Siderastrea_09760	K19680
Siderastrea_15097	K10366
Siderastrea_11323	K04919
Siderastrea_05481	K15504
Siderastrea_13907	K14006
Siderastrea_14203	K07119
Siderastrea_05395	K11430
Siderastrea_10583	K11352
Siderastrea_07576	K17732
Siderastrea_02088	K03952
Siderastrea_03191	K11964
Siderastrea_01740	K11089
Siderastrea_15339	K04688
Siderastrea_10916	K07941
Siderastrea_17776	K04567
Siderastrea_18490	K07497
Siderastrea_02331	K19498
Siderastrea_10188	K13180
Siderastrea_00018	K20792
Siderastrea_11440	K01712
Siderastrea_04886	K02357
Siderastrea_06924	K03257
Siderastrea_08658	K11293
Siderastrea_15886	K08601
Siderastrea_05325	K04958
Siderastrea_11018	K02580
Siderastrea_01816	K10951
Siderastrea_09149	K04810
Siderastrea_01480	K01230
Siderastrea_12442	K05906
Siderastrea_08644	K08860
Siderastrea_04070	K18402
Siderastrea_15651	K05673
Siderastrea_12986	K03691
Siderastrea_15251	K24332
Siderastrea_00466	K13161
Siderastrea_17565	K17546
Siderastrea_17339	K05758
Siderastrea_03138	K04630
Siderastrea_02417	K01206
Siderastrea_08872	K15171
Siderastrea_07517	K02874
Siderastrea_00854	K17531
Siderastrea_14596	K09093
Siderastrea_12501	K06675
Siderastrea_05623	K00311
Siderastrea_05295	K10408
Siderastrea_11258	K24473
Siderastrea_09072	K00605
Siderastrea_03925	K01490
Siderastrea_09611	K07203
Siderastrea_06271	K04606
Siderastrea_03779	K06569
Siderastrea_03253	K04712
Siderastrea_18928	K06185
Siderastrea_07079	K04802
Siderastrea_14919	K23338
Siderastrea_11849	K00239
Siderastrea_02891	K14735
Siderastrea_00937	K00030
Siderastrea_09860	K10335
Siderastrea_07910	K10645
Siderastrea_15291	K10400
Siderastrea_03202	K17704
Siderastrea_00284	K14072
Siderastrea_14684	K24964
Siderastrea_03088	K07497
Siderastrea_16822	K11267
Siderastrea_16977	K20359
Siderastrea_03524	K25004
Siderastrea_02324	K11446
Siderastrea_12540	K09517
Siderastrea_15717	K12434
Siderastrea_12873	K15259
Siderastrea_15506	K01907
Siderastrea_13700	K00600
Siderastrea_03266	K04606
Siderastrea_02511	K18263
Siderastrea_16714	K01349
Siderastrea_09407	K06794
Siderastrea_19079	K03018
Siderastrea_10906	K08337
Siderastrea_11740	K04550
Siderastrea_05965	K13091
Siderastrea_04820	K09624
Siderastrea_12092	K22063
Siderastrea_09554	K04372
Siderastrea_06343	K05850
Siderastrea_05376	K26169
Siderastrea_10515	K11406
Siderastrea_03222	K10408
Siderastrea_15258	K20282
Siderastrea_02630	K05093
Siderastrea_06059	K23222
Siderastrea_14486	K14381
Siderastrea_14124	K01565
Siderastrea_14140	K18633
Siderastrea_02609	K20792
Siderastrea_07223	K15865
Siderastrea_08786	K15498
Siderastrea_07672	K24835
Siderastrea_16104	K00485
Siderastrea_01735	K25700
Siderastrea_16860	K10408
Siderastrea_04265	K18424
Siderastrea_05977	K15168
Siderastrea_12857	K07497
Siderastrea_01466	K05546
Siderastrea_16364	K09609
Siderastrea_07500	K20456
Siderastrea_14766	K15633
Siderastrea_12740	K06754
Siderastrea_02031	K10473
Siderastrea_02248	K05970
Siderastrea_09526	K08844
Siderastrea_00892	K19413
Siderastrea_11277	K12573
Siderastrea_06810	K04829
Siderastrea_09033	K01897
Siderastrea_07324	K05648
Siderastrea_14144	K21404
Siderastrea_08286	K02912
Siderastrea_12080	K16197
Siderastrea_01344	K04550
Siderastrea_05690	K13172
Siderastrea_15960	K02727
Siderastrea_09525	K21852
Siderastrea_18000	K08828
Siderastrea_17291	K17307
Siderastrea_10753	K23437
Siderastrea_01083	K06095
Siderastrea_05176	K19674
Siderastrea_07951	K17079
Siderastrea_14744	K05850
Siderastrea_16532	K05635
Siderastrea_13522	K16739
Siderastrea_12782	K08076
Siderastrea_18880	K03255
Siderastrea_13217	K07497
Siderastrea_17796	K09566
Siderastrea_07743	K07876
Siderastrea_09053	K23851
Siderastrea_07330	K14611
Siderastrea_18367	K00432
Siderastrea_02086	K01537
Siderastrea_18958	K03173
Siderastrea_00332	K03902
Siderastrea_15076	K02326
Siderastrea_14884	K11322
Siderastrea_15063	K07868
Siderastrea_11223	K05665
Siderastrea_13338	K04986
Siderastrea_12655	K22808
Siderastrea_17284	K10407
Siderastrea_04325	K15255
Siderastrea_06726	K06835
Siderastrea_14994	K16669
Siderastrea_15475	K24125
Siderastrea_06717	K05665
Siderastrea_12115	K07611
Siderastrea_11005	K04461
Siderastrea_05460	K09479
Siderastrea_01192	K07393
Siderastrea_15982	K03243
Siderastrea_17740	K16196
Siderastrea_02895	K04981
Siderastrea_01625	K05641
Siderastrea_10763	K08292
Siderastrea_16591	K10776
Siderastrea_09533	K11168
Siderastrea_09307	K11972
Siderastrea_12223	K06826
Siderastrea_14925	K12581
Siderastrea_18461	K03144
Siderastrea_08134	K12824
Siderastrea_02948	K06766
Siderastrea_16621	K06619
Siderastrea_18537	K20290
Siderastrea_14095	K03841
Siderastrea_19216	K04144
Siderastrea_00687	K09339
Siderastrea_09935	K11826
Siderastrea_17267	K01365
Siderastrea_01582	K12397
Siderastrea_17359	K10773
Siderastrea_11676	K05706
Siderastrea_04440	K20176
Siderastrea_00964	K17689
Siderastrea_10533	K01081
Siderastrea_02600	K24014
Siderastrea_13293	K12309
Siderastrea_07948	K12874
Siderastrea_00578	K05695
Siderastrea_10956	K10362
Siderastrea_06687	K24353
Siderastrea_02848	K20879
Siderastrea_10991	K04570
Siderastrea_14650	K10595
Siderastrea_02560	K16537
Siderastrea_13032	K24135
Siderastrea_18814	K14768
Siderastrea_17702	K11964
Siderastrea_14466	K17336
Siderastrea_10807	K15837
Siderastrea_11644	K17399
Siderastrea_13716	K00710
Siderastrea_12530	K19499
Siderastrea_08446	K05925
Siderastrea_15227	K17592
Siderastrea_14029	K16467
Siderastrea_14689	K05768
Siderastrea_17505	K20865
Siderastrea_15775	K03028
Siderastrea_10386	K11536
Siderastrea_15790	K14840
Siderastrea_05848	K14617
Siderastrea_06907	K09455
Siderastrea_13174	K12035
Siderastrea_15875	K24260
Siderastrea_13673	K01077
Siderastrea_04497	K04224
Siderastrea_10147	K03032
Siderastrea_09036	K01061
Siderastrea_01470	K17920
Siderastrea_13228	K05673
Siderastrea_06420	K01796
Siderastrea_19255	K22285
Siderastrea_16666	K04498
Siderastrea_17081	K12035
Siderastrea_16402	K04632
Siderastrea_14904	K15441
Siderastrea_01101	K12828
Siderastrea_10369	K09267
Siderastrea_01551	K10409
Siderastrea_18896	K17081
Siderastrea_11033	K08855
Siderastrea_03718	K03068
Siderastrea_18772	K12856
Siderastrea_05011	K01755
Siderastrea_05018	K16469
Siderastrea_03428	K01107
Siderastrea_11090	K05691
Siderastrea_00917	K12897
Siderastrea_13075	K23929
Siderastrea_09626	K11142
Siderastrea_09982	K25058
Siderastrea_07397	K25700
Siderastrea_01141	K10408
Siderastrea_15676	K11293
Siderastrea_16944	K00858
Siderastrea_00987	K06847
Siderastrea_07134	K19511
Siderastrea_12938	K07497
Siderastrea_11555	K24038
Siderastrea_12062	K00995
Siderastrea_15167	K00920
Siderastrea_03958	K24498
Siderastrea_15784	K11971
Siderastrea_17916	K11346
Siderastrea_03059	K03255
Siderastrea_01002	K03899
Siderastrea_03010	K22941
Siderastrea_05114	K02183
Siderastrea_12593	K18024
Siderastrea_05655	K26109
Siderastrea_03595	K03847
Siderastrea_15056	K10415
Siderastrea_18744	K10641
Siderastrea_08582	K23820
Siderastrea_07638	K01008
Siderastrea_19203	K19525
Siderastrea_05419	K07833
Siderastrea_05593	K19360
Siderastrea_08935	K12488
Siderastrea_10679	K03252
Siderastrea_01049	K10478
Siderastrea_13581	K05294
Siderastrea_17621	K08827
Siderastrea_11855	K09657
Siderastrea_18835	K18405
Siderastrea_17687	K10366
Siderastrea_14701	K21635
Siderastrea_08052	K10413
Siderastrea_10874	K09644
Siderastrea_02959	K07409
Siderastrea_18124	K08518
Siderastrea_11830	K11494
Siderastrea_17822	K08018
Siderastrea_14307	K11517
Siderastrea_08016	K00128
Siderastrea_18404	K02265
Siderastrea_08749	K16466
Siderastrea_02197	K11643
Siderastrea_10102	K02519
Siderastrea_15133	K10408
Siderastrea_14314	K20167
Siderastrea_07493	K17513
Siderastrea_04189	K21343
Siderastrea_18521	K04955
Siderastrea_09029	K09228
Siderastrea_17683	K24631
Siderastrea_09235	K14290
Siderastrea_16767	K18442
Siderastrea_06681	K17689
Siderastrea_18358	K07497
Siderastrea_08634	K17592
Siderastrea_00372	K22182
Siderastrea_00358	K18464
Siderastrea_14696	K24155
Siderastrea_02753	K23342
Siderastrea_07698	K10408
Siderastrea_09849	K01469
Siderastrea_13045	K04874
Siderastrea_18933	K02318
Siderastrea_01933	K06754
Siderastrea_01127	K02705
Siderastrea_03892	K18733
Siderastrea_11891	K11089
Siderastrea_15643	K09228
Siderastrea_17755	K09657
Siderastrea_04926	K24482
Siderastrea_08291	K12890
Siderastrea_02725	K11456
Siderastrea_04425	K24185
Siderastrea_12329	K05396
Siderastrea_17395	K13912
Siderastrea_17442	K11887
Siderastrea_07300	K18756
Siderastrea_10731	K05641
Siderastrea_11788	K08029
Siderastrea_05938	K03965
Siderastrea_18575	K15046
Siderastrea_07764	K22754
Siderastrea_16551	K01641
Siderastrea_01962	K14946
Siderastrea_16556	K11721
Siderastrea_05916	K17341
Siderastrea_08395	K01316
Siderastrea_13286	K14007
Siderastrea_09871	K05129
Siderastrea_08394	K24929
Siderastrea_14872	K17988
Siderastrea_14728	K04990
Siderastrea_11866	K24185
Siderastrea_06936	K24936
Siderastrea_18265	K06271
Siderastrea_01596	K19827
Siderastrea_09417	K02154
Siderastrea_03425	K01322
Siderastrea_19155	K18499
Siderastrea_00671	K17260
Siderastrea_18449	K05643
Siderastrea_18252	K23334
Siderastrea_13370	K04705
Siderastrea_09676	K13524
Siderastrea_18691	K12818
Siderastrea_10279	K24822
Siderastrea_10475	K01315
Siderastrea_05424	K14284
Siderastrea_05871	K10641
Siderastrea_04305	K11862
Siderastrea_05177	K24971
Siderastrea_02611	K15164
Siderastrea_04065	K16749
Siderastrea_13109	K20838
Siderastrea_13319	K24627
Siderastrea_11739	K22371
Siderastrea_13918	K24674
Siderastrea_11260	K21853
Siderastrea_05631	K14735
Siderastrea_07196	K03083
Siderastrea_06188	K20876
Siderastrea_07803	K22372
Siderastrea_19270	K21440
Siderastrea_10227	K19995
Siderastrea_11213	K00289
Siderastrea_03746	K09381
Siderastrea_14835	K10586
Siderastrea_19095	K06699
Siderastrea_14252	K03062
Siderastrea_12491	K04515
Siderastrea_01747	K00671
Siderastrea_04130	K19721
Siderastrea_08612	K12824
Siderastrea_08191	K15192
Siderastrea_09893	K25460
Siderastrea_06570	K03255
Siderastrea_03269	K17925
Siderastrea_11203	K09291
Siderastrea_19208	K04417
Siderastrea_09115	K00213
Siderastrea_11544	K06841
Siderastrea_15566	K26219
Siderastrea_13855	K23292
Siderastrea_13383	K20796
Siderastrea_14706	K18283
Siderastrea_00784	K06270
Siderastrea_00399	K00966
Siderastrea_14947	K04354
Siderastrea_05307	K05723
Siderastrea_13726	K01868
Siderastrea_12391	K13339
Siderastrea_01801	K04863
Siderastrea_15435	K03163
Siderastrea_17043	K05126
Siderastrea_02144	K16353
Siderastrea_07242	K18384
Siderastrea_11044	K26167
Siderastrea_00534	K06558
Siderastrea_09386	K16307
Siderastrea_02505	K04743
Siderastrea_08469	K16757
Siderastrea_09563	K12898
Siderastrea_01575	K13103
Siderastrea_01285	K14311
Siderastrea_04681	K01464
Siderastrea_10934	K15109
Siderastrea_16008	K02927
Siderastrea_00638	K09291
Siderastrea_01728	K15614
Siderastrea_12952	K04531
Siderastrea_01452	K19527
Siderastrea_11626	K01897
Siderastrea_00077	K24501
Siderastrea_10943	K09666
Siderastrea_05034	K16175
Siderastrea_06262	K11853
Siderastrea_11130	K05098
Siderastrea_02587	K08818
Siderastrea_06095	K05087
Siderastrea_18566	K04397
Siderastrea_13761	K20408
Siderastrea_04005	K03849
Siderastrea_02616	K08873
Siderastrea_10311	K10902
Siderastrea_05492	K07497
Siderastrea_07374	K09675
Siderastrea_14518	K24886
Siderastrea_18468	K17499
Siderastrea_19223	K10359
Siderastrea_08257	K25768
Siderastrea_12868	K14816
Siderastrea_00710	K11292
Siderastrea_02212	K03178
Siderastrea_08062	K10595
Siderastrea_15102	K15607
Siderastrea_07671	K19685
Siderastrea_09830	K16506
Siderastrea_16826	K10356
Siderastrea_03783	K12035
Siderastrea_13831	K12663
Siderastrea_06514	K24469
Siderastrea_14852	K06236
Siderastrea_04465	K15164
Siderastrea_17879	K10380
Siderastrea_00945	K20819
Siderastrea_18767	K12838
Siderastrea_07459	K16578
Siderastrea_05575	K24936
Siderastrea_02369	K12618
Siderastrea_02435	K00413
Siderastrea_09806	K05546
Siderastrea_13210	K06847
Siderastrea_07285	K19947
Siderastrea_12155	K26089
Siderastrea_00795	K19676
Siderastrea_16951	K10477
Siderastrea_04487	K19178
Siderastrea_04798	K16726
Siderastrea_00575	K25700
Siderastrea_00965	K02889
Siderastrea_16379	K07868
Siderastrea_17553	K00844
Siderastrea_15355	K13124
Siderastrea_00190	K18533
Siderastrea_00829	K21396
Siderastrea_16594	K10408
Siderastrea_04460	K00507
Siderastrea_17850	K04809
Siderastrea_09343	K07497
Siderastrea_19067	K01338
Siderastrea_18604	K00758
Siderastrea_13307	K10359
Siderastrea_06405	K14589
Siderastrea_05235	K24929
Siderastrea_10220	K19626
Siderastrea_03988	K19754
Siderastrea_04408	K13499
Siderastrea_01978	K07883
Siderastrea_15931	K14411
Siderastrea_10523	K24223
Siderastrea_01528	K24041
Siderastrea_08768	K09069
Siderastrea_09016	K15732
Siderastrea_17252	K10707
Siderastrea_02293	K09657
Siderastrea_18799	K15181
Siderastrea_18137	K15686
Siderastrea_02865	K23344
Siderastrea_15908	K24822
Siderastrea_05206	K17616
Siderastrea_05267	K10104
Siderastrea_07627	K14163
Siderastrea_16253	K10380
Siderastrea_11832	K14006
Siderastrea_02812	K02930
Siderastrea_03816	K04513
Siderastrea_06568	K11967
Siderastrea_05150	K23966
Siderastrea_05902	K20473
Siderastrea_02157	K20168
Siderastrea_12678	K03028
Siderastrea_08817	K02973
Siderastrea_18240	K11430
Siderastrea_10158	K16866
Siderastrea_16494	K19942
Siderastrea_13768	K11837
Siderastrea_01046	K10455
Siderastrea_17423	K00012
Siderastrea_04827	K11723
Siderastrea_06989	K03097
Siderastrea_15467	K17609
Siderastrea_00242	K03654
Siderastrea_04139	K04459
Siderastrea_01988	K23034
Siderastrea_06996	K17266
Siderastrea_08867	K14006
Siderastrea_11390	K21862
Siderastrea_07150	K13151
Siderastrea_18489	K10875
Siderastrea_12511	K04908
Siderastrea_05614	K24936
Siderastrea_13963	K23093
Siderastrea_02702	K03347
Siderastrea_13980	K08803
Siderastrea_14034	K10408
Siderastrea_06793	K06058
Siderastrea_14368	K01206
Siderastrea_05060	K14405
Siderastrea_06213	K23027
Siderastrea_03397	K07497
Siderastrea_06351	K25168
Siderastrea_16902	K05680
Siderastrea_05927	K19640
Siderastrea_14603	K00799
Siderastrea_18587	K10485
Siderastrea_01910	K02729
Siderastrea_04863	K15429
Siderastrea_11190	K02149
Siderastrea_17329	K11647
Siderastrea_15343	K01647
Siderastrea_12048	K08049
Siderastrea_12733	K11800
Siderastrea_01570	K09106
Siderastrea_09933	K17495
Siderastrea_10328	K08766
Siderastrea_05213	K01052
Siderastrea_14665	K00079
Siderastrea_11273	K22754
Siderastrea_13111	K12309
Siderastrea_09601	K00645
Siderastrea_11990	K09521
Siderastrea_04819	K17335
Siderastrea_09163	K18059
Siderastrea_10622	K18055
Siderastrea_01249	K14855
Siderastrea_07339	K19525
Siderastrea_07309	K20071
Siderastrea_12133	K25709
Siderastrea_13145	K00070
Siderastrea_12135	K00013
Siderastrea_09101	K14607
Siderastrea_04344	K11673
Siderastrea_09772	K26157
Siderastrea_12188	K13506
Siderastrea_06066	K10448
Siderastrea_06836	K20102
Siderastrea_17855	K17914
Siderastrea_16399	K05673
