Ssiderea30_c0_seq1	Ssiderea30
Ssiderea262030_c0_seq3	Ssiderea262030
Ssiderea262033_c0_seq1	Ssiderea262033
Ssiderea262033_c0_seq2	Ssiderea262033
Ssiderea262033_c0_seq3	Ssiderea262033
Ssiderea262033_c0_seq4	Ssiderea262033
Ssiderea262033_c0_seq5	Ssiderea262033
Ssiderea262033_c0_seq6	Ssiderea262033
Ssiderea262033_c0_seq8	Ssiderea262033
Ssiderea262035_c0_seq1	Ssiderea262035
Ssiderea262035_c0_seq3	Ssiderea262035
Ssiderea262035_c0_seq8	Ssiderea262035
Ssiderea262035_c0_seq10	Ssiderea262035
Ssiderea262036_c1_seq2	Ssiderea262036
Ssiderea262036_c1_seq8	Ssiderea262036
Ssiderea262038_c0_seq2	Ssiderea262038
Ssiderea262038_c0_seq3	Ssiderea262038
Ssiderea262038_c0_seq5	Ssiderea262038
Ssiderea262039_c0_seq1	Ssiderea262039
Ssiderea262041_c1_seq1	Ssiderea262041
Ssiderea262041_c1_seq2	Ssiderea262041
Ssiderea262041_c1_seq3	Ssiderea262041
Ssiderea262041_c1_seq5	Ssiderea262041
Ssiderea262044_c0_seq1	Ssiderea262044
Ssiderea262044_c0_seq2	Ssiderea262044
Ssiderea262044_c0_seq4	Ssiderea262044
Ssiderea262044_c0_seq5	Ssiderea262044
Ssiderea262046_c0_seq1	Ssiderea262046
Ssiderea262046_c0_seq2	Ssiderea262046
Ssiderea262048_c0_seq1	Ssiderea262048
Ssiderea262048_c0_seq2	Ssiderea262048
Ssiderea262049_c0_seq1	Ssiderea262049
Ssiderea262050_c0_seq1	Ssiderea262050
Ssiderea262050_c0_seq2	Ssiderea262050
Ssiderea262050_c0_seq3	Ssiderea262050
Ssiderea262050_c0_seq5	Ssiderea262050
Ssiderea262050_c0_seq6	Ssiderea262050
Ssiderea262050_c0_seq7	Ssiderea262050
Ssiderea262050_c0_seq8	Ssiderea262050
Ssiderea262050_c0_seq9	Ssiderea262050
Ssiderea262050_c0_seq10	Ssiderea262050
Ssiderea262050_c0_seq12	Ssiderea262050
Ssiderea262050_c0_seq13	Ssiderea262050
Ssiderea262052_c0_seq1	Ssiderea262052
Ssiderea262053_c0_seq1	Ssiderea262053
Ssiderea262053_c0_seq2	Ssiderea262053
Ssiderea262056_c0_seq2	Ssiderea262056
Ssiderea262056_c0_seq4	Ssiderea262056
Ssiderea262059_c0_seq1	Ssiderea262059
Ssiderea262059_c0_seq2	Ssiderea262059
Ssiderea262060_c0_seq1	Ssiderea262060
Ssiderea262060_c0_seq2	Ssiderea262060
Ssiderea262060_c0_seq3	Ssiderea262060
Ssiderea262060_c0_seq4	Ssiderea262060
Ssiderea262060_c0_seq6	Ssiderea262060
Ssiderea262060_c0_seq8	Ssiderea262060
Ssiderea262060_c0_seq10	Ssiderea262060
Ssiderea262060_c0_seq14	Ssiderea262060
Ssiderea262060_c0_seq20	Ssiderea262060
Ssiderea262065_c0_seq1	Ssiderea262065
Ssiderea262065_c0_seq2	Ssiderea262065
Ssiderea262065_c0_seq3	Ssiderea262065
Ssiderea262067_c0_seq1	Ssiderea262067
Ssiderea262067_c0_seq2	Ssiderea262067
Ssiderea262067_c0_seq3	Ssiderea262067
Ssiderea262070_c0_seq1	Ssiderea262070
Ssiderea262070_c0_seq2	Ssiderea262070
Ssiderea262070_c0_seq3	Ssiderea262070
Ssiderea262071_c0_seq1	Ssiderea262071
Ssiderea262072_c0_seq1	Ssiderea262072
Ssiderea262072_c0_seq2	Ssiderea262072
Ssiderea262072_c0_seq3	Ssiderea262072
Ssiderea262072_c0_seq4	Ssiderea262072
Ssiderea262072_c0_seq5	Ssiderea262072
Ssiderea262072_c0_seq7	Ssiderea262072
Ssiderea262072_c0_seq12	Ssiderea262072
Ssiderea262073_c0_seq1	Ssiderea262073
Ssiderea262073_c0_seq2	Ssiderea262073
Ssiderea262073_c0_seq3	Ssiderea262073
Ssiderea262073_c0_seq5	Ssiderea262073
Ssiderea262073_c0_seq7	Ssiderea262073
Ssiderea262073_c0_seq8	Ssiderea262073
Ssiderea262074_c0_seq6	Ssiderea262074
Ssiderea262074_c0_seq11	Ssiderea262074
Ssiderea262074_c0_seq13	Ssiderea262074
Ssiderea262077_c0_seq1	Ssiderea262077
Ssiderea262078_c0_seq1	Ssiderea262078
Ssiderea262078_c0_seq2	Ssiderea262078
Ssiderea262080_c0_seq6	Ssiderea262080
Ssiderea262081_c0_seq1	Ssiderea262081
Ssiderea262084_c1_seq3	Ssiderea262084
Ssiderea262086_c1_seq1	Ssiderea262086
Ssiderea262086_c1_seq2	Ssiderea262086
Ssiderea262088_c0_seq3	Ssiderea262088
Ssiderea262089_c0_seq1	Ssiderea262089
Ssiderea262089_c0_seq3	Ssiderea262089
Ssiderea262091_c0_seq1	Ssiderea262091
Ssiderea262092_c0_seq1	Ssiderea262092
Ssiderea262092_c0_seq3	Ssiderea262092
Ssiderea262092_c0_seq8	Ssiderea262092
Ssiderea262092_c0_seq11	Ssiderea262092
Ssiderea262094_c0_seq6	Ssiderea262094
Ssiderea262094_c0_seq7	Ssiderea262094
Ssiderea262094_c0_seq9	Ssiderea262094
Ssiderea262094_c0_seq11	Ssiderea262094
Ssiderea262094_c0_seq12	Ssiderea262094
Ssiderea262094_c0_seq13	Ssiderea262094
Ssiderea262094_c0_seq14	Ssiderea262094
Ssiderea262094_c0_seq15	Ssiderea262094
Ssiderea262096_c0_seq1	Ssiderea262096
Ssiderea262096_c0_seq2	Ssiderea262096
Ssiderea262098_c0_seq2	Ssiderea262098
Ssiderea262098_c0_seq3	Ssiderea262098
Ssiderea262098_c0_seq4	Ssiderea262098
Ssiderea262098_c0_seq5	Ssiderea262098
Ssiderea262098_c0_seq6	Ssiderea262098
Ssiderea262098_c0_seq7	Ssiderea262098
Ssiderea262098_c0_seq9	Ssiderea262098
Ssiderea262098_c0_seq11	Ssiderea262098
Ssiderea262099_c0_seq1	Ssiderea262099
Ssiderea262099_c0_seq2	Ssiderea262099
Ssiderea262100_c0_seq1	Ssiderea262100
Ssiderea262100_c0_seq2	Ssiderea262100
Ssiderea262100_c0_seq3	Ssiderea262100
Ssiderea262101_c0_seq4	Ssiderea262101
Ssiderea262101_c0_seq12	Ssiderea262101
Ssiderea262101_c0_seq13	Ssiderea262101
Ssiderea262101_c0_seq16	Ssiderea262101
Ssiderea262101_c0_seq20	Ssiderea262101
Ssiderea262105_c0_seq8	Ssiderea262105
Ssiderea262106_c0_seq1	Ssiderea262106
Ssiderea262106_c0_seq4	Ssiderea262106
Ssiderea262106_c0_seq9	Ssiderea262106
Ssiderea262106_c0_seq13	Ssiderea262106
Ssiderea262107_c0_seq1	Ssiderea262107
Ssiderea262107_c0_seq2	Ssiderea262107
Ssiderea262107_c0_seq4	Ssiderea262107
Ssiderea262107_c0_seq6	Ssiderea262107
Ssiderea262111_c0_seq1	Ssiderea262111
Ssiderea262111_c0_seq3	Ssiderea262111
Ssiderea262111_c0_seq5	Ssiderea262111
Ssiderea262111_c0_seq6	Ssiderea262111
Ssiderea262112_c0_seq1	Ssiderea262112
Ssiderea262112_c0_seq2	Ssiderea262112
Ssiderea262113_c0_seq1	Ssiderea262113
Ssiderea262116_c0_seq1	Ssiderea262116
Ssiderea262116_c0_seq2	Ssiderea262116
Ssiderea262117_c0_seq1	Ssiderea262117
Ssiderea262117_c0_seq2	Ssiderea262117
Ssiderea262118_c0_seq1	Ssiderea262118
Ssiderea262118_c0_seq3	Ssiderea262118
Ssiderea262119_c0_seq1	Ssiderea262119
Ssiderea262119_c0_seq3	Ssiderea262119
Ssiderea262119_c0_seq4	Ssiderea262119
Ssiderea262119_c0_seq5	Ssiderea262119
Ssiderea262119_c0_seq7	Ssiderea262119
Ssiderea262119_c0_seq8	Ssiderea262119
Ssiderea262119_c0_seq9	Ssiderea262119
Ssiderea262119_c0_seq10	Ssiderea262119
Ssiderea262119_c0_seq14	Ssiderea262119
Ssiderea262119_c0_seq17	Ssiderea262119
Ssiderea262119_c0_seq19	Ssiderea262119
Ssiderea262119_c0_seq20	Ssiderea262119
Ssiderea262121_c0_seq1	Ssiderea262121
Ssiderea262121_c0_seq2	Ssiderea262121
Ssiderea262121_c0_seq5	Ssiderea262121
Ssiderea262121_c0_seq6	Ssiderea262121
Ssiderea262121_c0_seq8	Ssiderea262121
Ssiderea262123_c0_seq4	Ssiderea262123
Ssiderea262123_c0_seq9	Ssiderea262123
Ssiderea262128_c0_seq1	Ssiderea262128
Ssiderea262128_c0_seq2	Ssiderea262128
Ssiderea262128_c0_seq4	Ssiderea262128
Ssiderea262128_c0_seq5	Ssiderea262128
Ssiderea262128_c1_seq1	Ssiderea262128
Ssiderea262128_c1_seq3	Ssiderea262128
Ssiderea262131_c0_seq1	Ssiderea262131
Ssiderea262131_c1_seq1	Ssiderea262131
Ssiderea262131_c1_seq2	Ssiderea262131
Ssiderea262135_c1_seq1	Ssiderea262135
Ssiderea262136_c0_seq2	Ssiderea262136
Ssiderea262136_c0_seq6	Ssiderea262136
Ssiderea262136_c0_seq7	Ssiderea262136
Ssiderea262136_c0_seq11	Ssiderea262136
Ssiderea262136_c0_seq12	Ssiderea262136
Ssiderea262137_c0_seq5	Ssiderea262137
Ssiderea262138_c0_seq1	Ssiderea262138
Ssiderea262138_c0_seq2	Ssiderea262138
Ssiderea262140_c0_seq1	Ssiderea262140
Ssiderea262140_c0_seq2	Ssiderea262140
Ssiderea262141_c2_seq1	Ssiderea262141
Ssiderea262142_c2_seq1	Ssiderea262142
Ssiderea262142_c2_seq2	Ssiderea262142
Ssiderea262145_c0_seq1	Ssiderea262145
Ssiderea262145_c0_seq2	Ssiderea262145
Ssiderea262146_c0_seq1	Ssiderea262146
Ssiderea262146_c0_seq2	Ssiderea262146
Ssiderea262146_c0_seq3	Ssiderea262146
Ssiderea262146_c0_seq4	Ssiderea262146
Ssiderea262147_c0_seq1	Ssiderea262147
Ssiderea262149_c1_seq5	Ssiderea262149
Ssiderea262149_c1_seq8	Ssiderea262149
Ssiderea262149_c1_seq16	Ssiderea262149
Ssiderea262149_c1_seq19	Ssiderea262149
Ssiderea262150_c0_seq1	Ssiderea262150
Ssiderea262150_c0_seq3	Ssiderea262150
Ssiderea262150_c0_seq7	Ssiderea262150
Ssiderea262150_c0_seq8	Ssiderea262150
Ssiderea262150_c0_seq10	Ssiderea262150
Ssiderea262150_c0_seq11	Ssiderea262150
Ssiderea262150_c0_seq12	Ssiderea262150
Ssiderea262150_c0_seq14	Ssiderea262150
Ssiderea262150_c0_seq15	Ssiderea262150
Ssiderea262150_c0_seq18	Ssiderea262150
Ssiderea262151_c1_seq1	Ssiderea262151
Ssiderea262151_c1_seq5	Ssiderea262151
Ssiderea262151_c1_seq7	Ssiderea262151
Ssiderea262151_c1_seq12	Ssiderea262151
Ssiderea262151_c1_seq13	Ssiderea262151
Ssiderea262151_c1_seq14	Ssiderea262151
Ssiderea262151_c1_seq15	Ssiderea262151
Ssiderea262151_c1_seq16	Ssiderea262151
Ssiderea262151_c1_seq17	Ssiderea262151
Ssiderea262151_c1_seq20	Ssiderea262151
Ssiderea262151_c1_seq25	Ssiderea262151
Ssiderea262151_c1_seq30	Ssiderea262151
Ssiderea262151_c1_seq31	Ssiderea262151
Ssiderea262151_c1_seq32	Ssiderea262151
Ssiderea262151_c1_seq33	Ssiderea262151
Ssiderea262151_c1_seq35	Ssiderea262151
Ssiderea262151_c1_seq36	Ssiderea262151
Ssiderea262152_c0_seq1	Ssiderea262152
Ssiderea262152_c0_seq2	Ssiderea262152
Ssiderea262154_c0_seq1	Ssiderea262154
Ssiderea262154_c0_seq2	Ssiderea262154
Ssiderea262154_c0_seq3	Ssiderea262154
Ssiderea262154_c0_seq4	Ssiderea262154
Ssiderea262154_c0_seq5	Ssiderea262154
Ssiderea262154_c0_seq6	Ssiderea262154
Ssiderea262154_c0_seq7	Ssiderea262154
Ssiderea262154_c0_seq8	Ssiderea262154
Ssiderea262154_c0_seq9	Ssiderea262154
Ssiderea262154_c0_seq10	Ssiderea262154
Ssiderea262155_c0_seq5	Ssiderea262155
Ssiderea262155_c0_seq7	Ssiderea262155
Ssiderea262155_c0_seq8	Ssiderea262155
Ssiderea262155_c0_seq10	Ssiderea262155
Ssiderea262155_c0_seq13	Ssiderea262155
Ssiderea262155_c0_seq14	Ssiderea262155
Ssiderea262155_c0_seq16	Ssiderea262155
Ssiderea262155_c0_seq20	Ssiderea262155
Ssiderea262155_c0_seq21	Ssiderea262155
Ssiderea262159_c0_seq1	Ssiderea262159
Ssiderea262159_c0_seq2	Ssiderea262159
Ssiderea262159_c0_seq3	Ssiderea262159
Ssiderea262159_c0_seq4	Ssiderea262159
Ssiderea262159_c0_seq5	Ssiderea262159
Ssiderea262159_c0_seq6	Ssiderea262159
Ssiderea262159_c0_seq7	Ssiderea262159
Ssiderea262159_c0_seq8	Ssiderea262159
Ssiderea262160_c1_seq1	Ssiderea262160
Ssiderea262160_c1_seq2	Ssiderea262160
Ssiderea262160_c1_seq3	Ssiderea262160
Ssiderea262160_c1_seq4	Ssiderea262160
Ssiderea262160_c1_seq5	Ssiderea262160
Ssiderea262160_c1_seq6	Ssiderea262160
Ssiderea262160_c1_seq7	Ssiderea262160
Ssiderea262160_c1_seq9	Ssiderea262160
Ssiderea262161_c0_seq1	Ssiderea262161
Ssiderea262163_c2_seq1	Ssiderea262163
Ssiderea262163_c2_seq3	Ssiderea262163
Ssiderea262165_c0_seq1	Ssiderea262165
Ssiderea262165_c0_seq2	Ssiderea262165
Ssiderea262166_c0_seq1	Ssiderea262166
Ssiderea262166_c0_seq3	Ssiderea262166
Ssiderea262167_c0_seq1	Ssiderea262167
Ssiderea262167_c0_seq2	Ssiderea262167
Ssiderea262167_c0_seq3	Ssiderea262167
Ssiderea262167_c0_seq4	Ssiderea262167
Ssiderea262167_c0_seq5	Ssiderea262167
Ssiderea262167_c0_seq6	Ssiderea262167
Ssiderea262167_c0_seq8	Ssiderea262167
Ssiderea262167_c0_seq9	Ssiderea262167
Ssiderea262167_c0_seq10	Ssiderea262167
Ssiderea262167_c0_seq11	Ssiderea262167
Ssiderea262168_c1_seq1	Ssiderea262168
Ssiderea262168_c1_seq3	Ssiderea262168
Ssiderea262168_c1_seq4	Ssiderea262168
Ssiderea262168_c1_seq10	Ssiderea262168
Ssiderea262169_c0_seq1	Ssiderea262169
Ssiderea262170_c0_seq1	Ssiderea262170
Ssiderea262170_c0_seq3	Ssiderea262170
Ssiderea262171_c0_seq1	Ssiderea262171
Ssiderea262171_c0_seq2	Ssiderea262171
Ssiderea262171_c0_seq3	Ssiderea262171
Ssiderea262172_c0_seq1	Ssiderea262172
Ssiderea262172_c0_seq2	Ssiderea262172
Ssiderea262175_c1_seq1	Ssiderea262175
Ssiderea262175_c1_seq3	Ssiderea262175
Ssiderea262177_c0_seq1	Ssiderea262177
Ssiderea262179_c0_seq1	Ssiderea262179
Ssiderea262180_c1_seq1	Ssiderea262180
Ssiderea262180_c1_seq2	Ssiderea262180
Ssiderea262182_c1_seq1	Ssiderea262182
Ssiderea262182_c1_seq3	Ssiderea262182
Ssiderea262183_c0_seq3	Ssiderea262183
Ssiderea262183_c0_seq6	Ssiderea262183
Ssiderea262183_c0_seq7	Ssiderea262183
Ssiderea262183_c0_seq9	Ssiderea262183
Ssiderea262184_c0_seq2	Ssiderea262184
Ssiderea262184_c0_seq3	Ssiderea262184
Ssiderea262189_c0_seq1	Ssiderea262189
Ssiderea262189_c0_seq3	Ssiderea262189
Ssiderea262191_c0_seq1	Ssiderea262191
Ssiderea262191_c0_seq4	Ssiderea262191
Ssiderea262195_c0_seq1	Ssiderea262195
Ssiderea262195_c0_seq2	Ssiderea262195
Ssiderea262195_c0_seq3	Ssiderea262195
Ssiderea262195_c0_seq4	Ssiderea262195
Ssiderea262195_c0_seq5	Ssiderea262195
Ssiderea262195_c0_seq6	Ssiderea262195
Ssiderea262197_c0_seq1	Ssiderea262197
Ssiderea262197_c0_seq2	Ssiderea262197
Ssiderea262197_c0_seq6	Ssiderea262197
Ssiderea262198_c1_seq1	Ssiderea262198
Ssiderea262198_c1_seq2	Ssiderea262198
Ssiderea262198_c1_seq6	Ssiderea262198
Ssiderea262199_c1_seq1	Ssiderea262199
Ssiderea262199_c1_seq2	Ssiderea262199
Ssiderea262199_c1_seq3	Ssiderea262199
Ssiderea262199_c1_seq4	Ssiderea262199
Ssiderea262199_c1_seq8	Ssiderea262199
Ssiderea262199_c1_seq11	Ssiderea262199
Ssiderea262199_c1_seq13	Ssiderea262199
Ssiderea262199_c1_seq16	Ssiderea262199
Ssiderea262199_c1_seq17	Ssiderea262199
Ssiderea262201_c0_seq1	Ssiderea262201
Ssiderea262201_c0_seq2	Ssiderea262201
Ssiderea262202_c0_seq1	Ssiderea262202
Ssiderea262202_c0_seq2	Ssiderea262202
Ssiderea262202_c0_seq3	Ssiderea262202
Ssiderea262202_c0_seq4	Ssiderea262202
Ssiderea262203_c0_seq1	Ssiderea262203
Ssiderea262203_c0_seq2	Ssiderea262203
Ssiderea262203_c0_seq3	Ssiderea262203
Ssiderea262203_c0_seq4	Ssiderea262203
Ssiderea262203_c0_seq5	Ssiderea262203
Ssiderea262203_c0_seq6	Ssiderea262203
Ssiderea262203_c0_seq7	Ssiderea262203
Ssiderea262203_c0_seq8	Ssiderea262203
Ssiderea262204_c3_seq3	Ssiderea262204
Ssiderea262204_c3_seq4	Ssiderea262204
Ssiderea262205_c0_seq3	Ssiderea262205
Ssiderea262205_c0_seq4	Ssiderea262205
Ssiderea262205_c0_seq6	Ssiderea262205
Ssiderea262205_c0_seq10	Ssiderea262205
Ssiderea262205_c0_seq12	Ssiderea262205
Ssiderea262205_c0_seq13	Ssiderea262205
Ssiderea262205_c0_seq17	Ssiderea262205
Ssiderea262205_c0_seq18	Ssiderea262205
Ssiderea262205_c0_seq22	Ssiderea262205
Ssiderea262206_c2_seq1	Ssiderea262206
Ssiderea262206_c2_seq2	Ssiderea262206
Ssiderea262207_c3_seq1	Ssiderea262207
Ssiderea262207_c3_seq2	Ssiderea262207
Ssiderea262207_c3_seq3	Ssiderea262207
Ssiderea262209_c1_seq1	Ssiderea262209
Ssiderea262209_c1_seq3	Ssiderea262209
Ssiderea262210_c1_seq1	Ssiderea262210
Ssiderea262211_c0_seq1	Ssiderea262211
Ssiderea262211_c0_seq2	Ssiderea262211
Ssiderea262211_c0_seq3	Ssiderea262211
Ssiderea262211_c0_seq4	Ssiderea262211
Ssiderea262211_c0_seq6	Ssiderea262211
Ssiderea262212_c1_seq1	Ssiderea262212
Ssiderea262212_c1_seq2	Ssiderea262212
Ssiderea262212_c1_seq3	Ssiderea262212
Ssiderea262212_c1_seq4	Ssiderea262212
Ssiderea262212_c1_seq6	Ssiderea262212
Ssiderea262212_c1_seq7	Ssiderea262212
Ssiderea262212_c1_seq9	Ssiderea262212
Ssiderea262212_c1_seq10	Ssiderea262212
Ssiderea262214_c0_seq1	Ssiderea262214
Ssiderea262214_c0_seq4	Ssiderea262214
Ssiderea262214_c0_seq5	Ssiderea262214
Ssiderea262214_c0_seq6	Ssiderea262214
Ssiderea262214_c0_seq12	Ssiderea262214
Ssiderea262214_c0_seq13	Ssiderea262214
Ssiderea262215_c0_seq1	Ssiderea262215
Ssiderea262215_c0_seq2	Ssiderea262215
Ssiderea262216_c0_seq1	Ssiderea262216
Ssiderea262217_c0_seq1	Ssiderea262217
Ssiderea262220_c0_seq1	Ssiderea262220
Ssiderea262221_c1_seq1	Ssiderea262221
Ssiderea262221_c1_seq2	Ssiderea262221
Ssiderea262221_c1_seq3	Ssiderea262221
Ssiderea262221_c1_seq4	Ssiderea262221
Ssiderea262221_c1_seq5	Ssiderea262221
Ssiderea262221_c1_seq6	Ssiderea262221
Ssiderea262221_c1_seq7	Ssiderea262221
Ssiderea262221_c1_seq8	Ssiderea262221
Ssiderea262221_c1_seq9	Ssiderea262221
Ssiderea262221_c1_seq10	Ssiderea262221
Ssiderea262221_c1_seq11	Ssiderea262221
Ssiderea262221_c1_seq12	Ssiderea262221
Ssiderea262221_c1_seq13	Ssiderea262221
Ssiderea262221_c1_seq14	Ssiderea262221
Ssiderea262221_c1_seq15	Ssiderea262221
Ssiderea262221_c1_seq16	Ssiderea262221
Ssiderea262221_c1_seq17	Ssiderea262221
Ssiderea262222_c0_seq1	Ssiderea262222
Ssiderea262222_c0_seq2	Ssiderea262222
Ssiderea262222_c1_seq1	Ssiderea262222
Ssiderea262222_c1_seq2	Ssiderea262222
Ssiderea262222_c1_seq3	Ssiderea262222
Ssiderea262222_c1_seq4	Ssiderea262222
Ssiderea262222_c1_seq5	Ssiderea262222
Ssiderea262222_c1_seq6	Ssiderea262222
Ssiderea262222_c1_seq7	Ssiderea262222
Ssiderea262222_c1_seq8	Ssiderea262222
Ssiderea262222_c1_seq9	Ssiderea262222
Ssiderea262222_c1_seq10	Ssiderea262222
Ssiderea262222_c1_seq11	Ssiderea262222
Ssiderea262222_c1_seq12	Ssiderea262222
Ssiderea262222_c1_seq13	Ssiderea262222
Ssiderea262222_c1_seq14	Ssiderea262222
Ssiderea262222_c1_seq15	Ssiderea262222
Ssiderea262224_c0_seq1	Ssiderea262224
Ssiderea262224_c0_seq2	Ssiderea262224
Ssiderea262225_c0_seq1	Ssiderea262225
Ssiderea262225_c0_seq2	Ssiderea262225
Ssiderea262225_c0_seq3	Ssiderea262225
Ssiderea262225_c0_seq4	Ssiderea262225
Ssiderea262225_c0_seq5	Ssiderea262225
Ssiderea262228_c0_seq1	Ssiderea262228
Ssiderea262228_c0_seq2	Ssiderea262228
Ssiderea262228_c0_seq4	Ssiderea262228
Ssiderea262228_c0_seq5	Ssiderea262228
Ssiderea262228_c0_seq6	Ssiderea262228
Ssiderea262228_c0_seq7	Ssiderea262228
Ssiderea262228_c0_seq8	Ssiderea262228
Ssiderea262228_c0_seq9	Ssiderea262228
Ssiderea262228_c0_seq10	Ssiderea262228
Ssiderea262228_c0_seq11	Ssiderea262228
Ssiderea262228_c0_seq12	Ssiderea262228
Ssiderea262228_c0_seq13	Ssiderea262228
Ssiderea262228_c0_seq14	Ssiderea262228
Ssiderea262228_c0_seq17	Ssiderea262228
Ssiderea262230_c6_seq2	Ssiderea262230
Ssiderea262230_c6_seq3	Ssiderea262230
Ssiderea262231_c0_seq1	Ssiderea262231
Ssiderea262231_c0_seq2	Ssiderea262231
Ssiderea262231_c0_seq3	Ssiderea262231
Ssiderea262231_c0_seq5	Ssiderea262231
Ssiderea262231_c0_seq8	Ssiderea262231
Ssiderea262231_c0_seq9	Ssiderea262231
Ssiderea262231_c0_seq11	Ssiderea262231
Ssiderea262231_c0_seq13	Ssiderea262231
Ssiderea262231_c0_seq15	Ssiderea262231
Ssiderea262231_c0_seq16	Ssiderea262231
Ssiderea262232_c0_seq1	Ssiderea262232
Ssiderea262232_c0_seq2	Ssiderea262232
Ssiderea262233_c0_seq1	Ssiderea262233
Ssiderea262235_c3_seq1	Ssiderea262235
Ssiderea262235_c3_seq3	Ssiderea262235
Ssiderea262237_c0_seq3	Ssiderea262237
Ssiderea262238_c0_seq1	Ssiderea262238
Ssiderea262240_c0_seq1	Ssiderea262240
Ssiderea262240_c0_seq2	Ssiderea262240
Ssiderea262240_c0_seq3	Ssiderea262240
Ssiderea262240_c0_seq4	Ssiderea262240
Ssiderea262240_c0_seq5	Ssiderea262240
Ssiderea262240_c0_seq6	Ssiderea262240
Ssiderea262243_c0_seq1	Ssiderea262243
Ssiderea262243_c0_seq2	Ssiderea262243
Ssiderea262243_c0_seq5	Ssiderea262243
Ssiderea262243_c0_seq6	Ssiderea262243
Ssiderea262243_c0_seq7	Ssiderea262243
Ssiderea262244_c1_seq1	Ssiderea262244
Ssiderea262244_c1_seq2	Ssiderea262244
Ssiderea262244_c1_seq3	Ssiderea262244
Ssiderea262244_c1_seq4	Ssiderea262244
Ssiderea262244_c1_seq5	Ssiderea262244
Ssiderea262244_c1_seq6	Ssiderea262244
Ssiderea262244_c1_seq7	Ssiderea262244
Ssiderea262244_c1_seq8	Ssiderea262244
Ssiderea262244_c1_seq9	Ssiderea262244
Ssiderea262244_c1_seq10	Ssiderea262244
Ssiderea262244_c1_seq11	Ssiderea262244
Ssiderea262244_c1_seq12	Ssiderea262244
Ssiderea262244_c1_seq14	Ssiderea262244
Ssiderea262244_c1_seq15	Ssiderea262244
Ssiderea262244_c1_seq16	Ssiderea262244
Ssiderea262244_c1_seq18	Ssiderea262244
Ssiderea262244_c1_seq19	Ssiderea262244
Ssiderea262244_c1_seq20	Ssiderea262244
Ssiderea262244_c1_seq22	Ssiderea262244
Ssiderea262244_c1_seq23	Ssiderea262244
Ssiderea262244_c1_seq24	Ssiderea262244
Ssiderea262253_c0_seq1	Ssiderea262253
Ssiderea262253_c0_seq2	Ssiderea262253
Ssiderea262253_c0_seq4	Ssiderea262253
Ssiderea262253_c0_seq5	Ssiderea262253
Ssiderea262255_c3_seq1	Ssiderea262255
Ssiderea262255_c3_seq2	Ssiderea262255
Ssiderea262255_c3_seq3	Ssiderea262255
Ssiderea262255_c3_seq4	Ssiderea262255
Ssiderea262255_c3_seq5	Ssiderea262255
Ssiderea262255_c3_seq6	Ssiderea262255
Ssiderea262255_c3_seq7	Ssiderea262255
Ssiderea262255_c3_seq8	Ssiderea262255
Ssiderea262255_c3_seq9	Ssiderea262255
Ssiderea262255_c3_seq10	Ssiderea262255
Ssiderea262255_c3_seq11	Ssiderea262255
Ssiderea262255_c3_seq12	Ssiderea262255
Ssiderea262256_c0_seq1	Ssiderea262256
Ssiderea262256_c0_seq2	Ssiderea262256
Ssiderea262256_c0_seq3	Ssiderea262256
Ssiderea262256_c0_seq6	Ssiderea262256
Ssiderea262257_c0_seq1	Ssiderea262257
Ssiderea262257_c0_seq2	Ssiderea262257
Ssiderea262257_c0_seq3	Ssiderea262257
Ssiderea262257_c0_seq4	Ssiderea262257
Ssiderea262257_c0_seq5	Ssiderea262257
Ssiderea262257_c0_seq6	Ssiderea262257
Ssiderea262257_c0_seq7	Ssiderea262257
Ssiderea262257_c0_seq8	Ssiderea262257
Ssiderea262257_c0_seq9	Ssiderea262257
Ssiderea262257_c0_seq10	Ssiderea262257
Ssiderea262259_c0_seq1	Ssiderea262259
Ssiderea262259_c0_seq2	Ssiderea262259
Ssiderea262259_c0_seq3	Ssiderea262259
Ssiderea262259_c0_seq4	Ssiderea262259
Ssiderea262259_c0_seq5	Ssiderea262259
Ssiderea262259_c0_seq6	Ssiderea262259
Ssiderea262259_c0_seq7	Ssiderea262259
Ssiderea262259_c0_seq8	Ssiderea262259
Ssiderea262259_c0_seq9	Ssiderea262259
Ssiderea262259_c0_seq10	Ssiderea262259
Ssiderea262259_c0_seq13	Ssiderea262259
Ssiderea262259_c0_seq14	Ssiderea262259
Ssiderea262260_c0_seq1	Ssiderea262260
Ssiderea262260_c0_seq2	Ssiderea262260
Ssiderea262260_c0_seq3	Ssiderea262260
Ssiderea262260_c0_seq4	Ssiderea262260
Ssiderea262260_c0_seq5	Ssiderea262260
Ssiderea262260_c0_seq6	Ssiderea262260
Ssiderea262260_c0_seq7	Ssiderea262260
Ssiderea262260_c0_seq8	Ssiderea262260
Ssiderea262260_c0_seq9	Ssiderea262260
Ssiderea262260_c0_seq10	Ssiderea262260
Ssiderea262260_c0_seq11	Ssiderea262260
Ssiderea262262_c0_seq1	Ssiderea262262
Ssiderea262262_c0_seq2	Ssiderea262262
Ssiderea262262_c0_seq3	Ssiderea262262
Ssiderea262262_c0_seq4	Ssiderea262262
Ssiderea262262_c0_seq5	Ssiderea262262
Ssiderea262262_c0_seq6	Ssiderea262262
Ssiderea262262_c0_seq7	Ssiderea262262
Ssiderea262262_c0_seq9	Ssiderea262262
